-0.0502  	-0.0979  	0.01902  	0.03787  	-0.1594  	-0.0165  	0.22087  	-0.0793  	0.02821  	0.26702  	0.34614  	0.05224  	-0.0120  	0.06323  	-0.2612  	0.03940  	0.10979  	0.02398  	-0.0727  	0.67514  	0.39917  	-0.3269  	-0.2883  	0.10725  	0.02477  	-0.0746  	-0.3209  	-0.0869  	-0.0564  	-0.1231  	-0.0743  	0.07547  	-0.0450  	0.06125  	0.15371  	-0.1954  	-0.0606  	-0.0432  	-0.1685  	-0.1094  	-0.0051  	-0.0398  	-0.0545  	0.06830  	0.06337  	-0.0138  	0.04783  	-0.0788  	-0.0135  	-0.0005  	-0.0040  	0.00347  	-0.0125  	-0.0057  	0.01092  	-0.0181  	-0.0133  	0.01387  	-0.0001  	-0.0083  	0.00211  	0.03344  	0.06363  	-0.0004  	-0.1359  	0.16801  	-0.0833  	0.00985  	0.02390  	-0.2931  	
-0.1375  	-0.1393  	-0.0335  	-0.0041  	-0.1740  	-0.0880  	0.21870  	-0.1472  	-0.0166  	0.29904  	0.38599  	0.06787  	-0.0319  	-0.0185  	-0.3293  	-0.0013  	0.09299  	0.04453  	-0.1018  	0.71692  	0.32279  	-0.3565  	-0.2860  	0.06308  	0.01776  	-0.0699  	-0.3856  	0.00410  	0.01282  	-0.1274  	-0.0790  	0.05515  	-0.0578  	0.05912  	0.10891  	-0.1453  	-0.1180  	-0.0577  	-0.1302  	-0.0787  	0.02133  	-0.0355  	-0.0536  	0.06736  	0.06564  	-0.0155  	0.04824  	-0.0771  	-0.0207  	0.00253  	-0.0022  	0.00301  	-0.0100  	-0.0051  	0.01566  	-0.0195  	-0.0110  	0.01931  	0.00352  	-0.0095  	0.00501  	0.02874  	0.06513  	0.00309  	-0.1359  	0.16801  	-0.0833  	0.00985  	0.02390  	-0.2931  	
-0.1120  	-0.1147  	0.00595  	0.01719  	-0.1777  	-0.0622  	0.22355  	-0.1066  	-0.0014  	0.28119  	0.37769  	0.06789  	-0.0250  	0.02457  	-0.3059  	0.01893  	0.09702  	0.03772  	-0.0933  	0.69670  	0.37067  	-0.3496  	-0.2901  	0.06725  	-0.0004  	-0.0673  	-0.3724  	-0.0153  	-0.0184  	-0.1312  	-0.0758  	0.06331  	-0.0504  	0.06410  	0.12607  	-0.1812  	-0.0984  	-0.0484  	-0.1576  	-0.0977  	0.01271  	-0.0417  	-0.0528  	0.06163  	0.07114  	-0.0144  	0.05175  	-0.0819  	-0.0160  	0.00234  	-0.0022  	0.00239  	-0.0107  	-0.0093  	0.01121  	-0.0200  	-0.0109  	0.01665  	-0.0011  	-0.0127  	0.00195  	0.03322  	0.06311  	0.00044  	-0.1359  	0.16801  	-0.0833  	0.00985  	0.02390  	-0.2931  	
-0.0696  	-0.0927  	0.04238  	0.03615  	-0.1821  	-0.0377  	0.22617  	-0.0835  	0.02523  	0.25264  	0.38280  	0.06524  	-0.0139  	0.04273  	-0.2804  	0.04792  	0.08697  	0.02040  	-0.0836  	0.69398  	0.41905  	-0.3482  	-0.2962  	0.07150  	-0.0010  	-0.0721  	-0.3669  	-0.0568  	-0.0583  	-0.1351  	-0.0749  	0.06914  	-0.0423  	0.05966  	0.14817  	-0.2010  	-0.0699  	-0.0424  	-0.1733  	-0.1084  	-7.9860  	-0.0377  	-0.0637  	0.06736  	0.06781  	-0.0149  	0.05064  	-0.0889  	-0.0180  	0.00351  	-0.0043  	0.00142  	-0.0102  	-0.0065  	0.00955  	-0.0178  	-0.0098  	0.01537  	-0.0038  	-0.0105  	0.00285  	0.03645  	0.06141  	0.00050  	-0.1359  	0.16801  	-0.0833  	0.00985  	0.02390  	-0.2931  	
-0.0864  	-0.0963  	0.04054  	0.01686  	-0.1857  	-0.0602  	0.22527  	-0.1005  	0.01263  	0.26303  	0.39339  	0.06100  	-0.0245  	0.03400  	-0.2987  	0.04087  	0.08561  	0.03150  	-0.0887  	0.69308  	0.40877  	-0.3582  	-0.3007  	0.05806  	-0.0040  	-0.0726  	-0.3758  	-0.0369  	-0.0413  	-0.1371  	-0.0745  	0.06834  	-0.0445  	0.06284  	0.13958  	-0.1958  	-0.0771  	-0.0438  	-0.1701  	-0.1051  	0.00447  	-0.0392  	-0.0613  	0.06432  	0.07001  	-0.0139  	0.05357  	-0.0886  	-0.0177  	0.00283  	-0.0036  	0.00130  	-0.0109  	-0.0070  	0.01050  	-0.0180  	-0.0110  	0.01625  	-0.0030  	-0.0123  	0.00271  	0.03518  	0.06168  	0.00028  	-0.1359  	0.16801  	-0.0833  	0.00985  	0.02390  	-0.2931  	
-0.1052  	-0.0991  	0.03173  	0.00064  	-0.1882  	-0.0713  	0.22191  	-0.1012  	0.00412  	0.26983  	0.39284  	0.06361  	-0.0265  	0.02943  	-0.3124  	0.03621  	0.08272  	0.03926  	-0.0892  	0.69023  	0.39734  	-0.3598  	-0.2991  	0.05329  	-0.0087  	-0.0687  	-0.3819  	-0.0308  	-0.0336  	-0.1373  	-0.0706  	0.06593  	-0.0455  	0.06383  	0.13316  	-0.1926  	-0.0846  	-0.0453  	-0.1654  	-0.1051  	0.00879  	-0.0381  	-0.0591  	0.06310  	0.07198  	-0.0141  	0.05470  	-0.0886  	-0.0167  	0.00352  	-0.0040  	0.00124  	-0.0110  	-0.0084  	0.01063  	-0.0187  	-0.0111  	0.01720  	-0.0028  	-0.0138  	0.00251  	0.03492  	0.06059  	-0.0001  	-0.1359  	0.16801  	-0.0833  	0.00985  	0.02390  	-0.2931  	
-0.1274  	-0.1134  	0.01376  	-0.0049  	-0.1851  	-0.0821  	0.22208  	-0.1108  	-0.0033  	0.27430  	0.39451  	0.06381  	-0.0297  	0.01563  	-0.3222  	0.02469  	0.08147  	0.05023  	-0.0947  	0.70372  	0.38032  	-0.3656  	-0.3082  	0.04503  	-0.0046  	-0.0685  	-0.3969  	-0.0094  	-0.0140  	-0.1392  	-0.0741  	0.06039  	-0.0477  	0.06408  	0.12762  	-0.1821  	-0.0983  	-0.0537  	-0.1601  	-0.1008  	0.01581  	-0.0360  	-0.0582  	0.06032  	0.07475  	-0.0160  	0.05561  	-0.0891  	-0.0158  	0.00429  	-0.0034  	-0.0003  	-0.0106  	-0.0095  	0.01043  	-0.0187  	-0.0088  	0.01761  	-0.0037  	-0.0126  	0.00140  	0.03361  	0.06179  	-6.5690  	-0.1359  	0.16801  	-0.0833  	0.00985  	0.02390  	-0.2931  	
-0.2500  	-0.1624  	-0.0692  	-0.0721  	-0.1574  	-0.1799  	0.22327  	-0.2151  	-0.0219  	0.37192  	0.34459  	0.06770  	-0.0108  	-0.0693  	-0.4643  	0.00294  	0.06748  	0.10671  	-0.1003  	0.78873  	0.18838  	-0.3613  	-0.3786  	-0.0260  	0.01766  	-0.0583  	-0.5153  	0.17874  	0.12265  	-0.1298  	-0.0591  	0.02881  	-0.0396  	0.07391  	0.04262  	-0.0921  	-0.2395  	-0.1083  	-0.0911  	-0.0607  	0.04610  	-0.0381  	-0.0517  	0.05608  	0.06664  	-0.0201  	0.05501  	-0.0749  	-0.0110  	0.00055  	0.00914  	-0.0003  	-0.0107  	-0.0140  	0.01278  	-0.0207  	-0.0027  	0.01586  	0.00119  	-0.0093  	-0.0005  	0.02887  	0.06293  	0.00578  	-0.1359  	0.16801  	-0.0833  	0.00985  	0.02390  	-0.2931  	
-0.2963  	-0.2197  	-0.1220  	-0.0904  	-0.1623  	-0.2124  	0.24711  	-0.2602  	-0.0509  	0.38383  	0.33195  	0.03659  	-0.0377  	-0.1473  	-0.5179  	-0.0116  	0.07342  	0.12950  	-0.0852  	0.81019  	0.10518  	-0.3567  	-0.4068  	-0.0210  	0.07279  	-0.0594  	-0.5217  	0.22389  	0.17108  	-0.1213  	-0.0693  	0.03475  	-0.0704  	0.07295  	0.00742  	-0.0441  	-0.2744  	-0.1087  	-0.0765  	-0.0484  	0.04814  	-0.0476  	-0.0452  	0.06245  	0.06482  	-0.0207  	0.05181  	-0.0687  	-0.0094  	-6.0455  	0.00955  	0.00182  	-0.0136  	-0.0124  	0.01634  	-0.0239  	-0.0002  	0.01723  	-0.0003  	-0.0114  	-0.0023  	0.02668  	0.06716  	0.00157  	-0.1359  	0.16801  	-0.0833  	0.00985  	0.02390  	-0.2931  	
-0.2733  	-0.2226  	-0.1128  	-0.0679  	-0.1581  	-0.1815  	0.23828  	-0.2464  	-0.0486  	0.35242  	0.34546  	0.00515  	-0.0628  	-0.1867  	-0.5280  	0.01841  	0.07276  	0.13187  	-0.0761  	0.80206  	0.15649  	-0.3755  	-0.4152  	0.02181  	0.09309  	-0.0680  	-0.4481  	0.16735  	0.12254  	-0.1154  	-0.0874  	0.05697  	-0.0740  	0.05780  	0.04708  	-0.0489  	-0.2290  	-0.0942  	-0.1017  	-0.0504  	0.04020  	-0.0430  	-0.0540  	0.07129  	0.06650  	-0.0179  	0.04624  	-0.0706  	-0.0096  	-0.0061  	0.01678  	0.00272  	-0.0099  	-0.0103  	0.01427  	-0.0244  	0.00135  	0.01914  	0.00210  	-0.0094  	-0.0048  	0.02277  	0.07072  	0.00229  	-0.1359  	0.16801  	-0.0833  	0.00985  	0.02390  	-0.2931  	
