0.17152  	0.07430  	0.04502  	0.20031  	0.04325  	0.07423  	0.10655  	0.42875  	0.41657  	0.33238  	0.55589  	0.94062  	-0.1798  	-0.4578  	-0.5161  	-0.1309  	0.55469  	0.04149  	0.45052  	-0.2542  	0.42306  	0.92243  	0.64687  	0.29139  	0.21806  	0.04593  	0.47063  	-1.2792  	-0.4659  	-0.0910  	0.08603  	0.19173  	0.20078  	-0.1029  	0.26982  	-0.1327  	0.38171  	0.15884  	-0.4535  	-0.3545  	-0.1160  	-0.0393  	-0.0726  	0.16762  	-0.0430  	-0.0581  	-0.0390  	0.11382  	0.09379  	-0.2203  	-0.0899  	-0.0514  	0.00661  	-0.0059  	0.00018  	0.05304  	0.00039  	0.02993  	-0.0167  	-0.0359  	-0.0520  	0.04584  	0.09006  	0.00308  	0.13547  	-0.0803  	-0.0377  	0.00914  	0.02078  	0.81468  	1.12046  	128.577  	108.379  	
-0.0193  	0.04238  	-0.1082  	0.08609  	0.03074  	-0.0977  	0.08804  	0.32456  	0.33978  	0.38808  	0.56318  	0.92301  	-0.2226  	-0.5336  	-0.5677  	-0.2213  	0.53816  	0.08070  	0.43689  	-0.2178  	0.30246  	0.91685  	0.64813  	0.25238  	0.23127  	0.06310  	0.42806  	-1.1930  	-0.3899  	-0.0865  	0.09853  	0.16314  	0.16771  	-0.0970  	0.23445  	-0.0957  	0.32447  	0.13610  	-0.4309  	-0.2971  	-0.0872  	-0.0283  	-0.0814  	0.16159  	-0.0391  	-0.0500  	-0.0468  	0.10282  	0.07437  	-0.2053  	-0.0921  	-0.0495  	0.00568  	-0.0027  	0.00031  	0.04208  	0.00546  	0.03452  	-0.0068  	-0.0430  	-0.0532  	0.05038  	0.09158  	0.00396  	0.13336  	-0.0800  	-0.0357  	0.00792  	0.02161  	0.81513  	1.12046  	128.577  	108.379  	
-0.0840  	-0.0085  	-0.1469  	0.09781  	-0.0001  	-0.1092  	0.06122  	0.29699  	0.32749  	0.38104  	0.58238  	0.89706  	-0.2510  	-0.6208  	-0.5772  	-0.2364  	0.55311  	0.07373  	0.42519  	-0.2178  	0.30147  	0.92189  	0.65282  	0.25191  	0.23753  	0.07637  	0.41644  	-1.1961  	-0.3743  	-0.0896  	0.08016  	0.17250  	0.15111  	-0.0942  	0.20314  	-0.0687  	0.30633  	0.14530  	-0.4254  	-0.2947  	-0.0754  	-0.0233  	-0.0805  	0.17504  	-0.0283  	-0.0575  	-0.0396  	0.09562  	0.07330  	-0.2076  	-0.0990  	-0.0506  	0.00943  	0.00061  	0.00231  	0.04134  	0.00245  	0.03327  	-0.0067  	-0.0379  	-0.0508  	0.04672  	0.08784  	0.00793  	0.13166  	-0.0798  	-0.0342  	0.00681  	0.02215  	0.81575  	1.12046  	128.577  	108.379  	
-0.2474  	-0.0848  	-0.2552  	-0.0066  	-0.0116  	-0.2149  	0.08712  	0.20729  	0.29223  	0.42697  	0.59235  	0.83986  	-0.2744  	-0.7386  	-0.6771  	-0.2874  	0.55057  	0.12141  	0.41931  	-0.1820  	0.18479  	0.92903  	0.63534  	0.18204  	0.23997  	0.08552  	0.35681  	-1.1093  	-0.2652  	-0.0832  	0.07160  	0.17045  	0.14773  	-0.1014  	0.11203  	-0.0022  	0.22196  	0.12134  	-0.4065  	-0.2812  	-0.0374  	-0.0312  	-0.0819  	0.17248  	-0.0329  	-0.0560  	-0.0281  	0.09781  	0.07434  	-0.2253  	-0.1002  	-0.0520  	0.00816  	-0.0040  	0.00439  	0.04324  	0.00344  	0.03076  	-0.0098  	-0.0397  	-0.0521  	0.04649  	0.08705  	0.00818  	0.13038  	-0.0799  	-0.0332  	0.00582  	0.02241  	0.81654  	1.12046  	128.577  	108.379  	
-0.3105  	-0.0899  	-0.2500  	-0.0475  	-0.0168  	-0.2458  	0.07639  	0.19759  	0.28919  	0.44988  	0.59018  	0.84618  	-0.2792  	-0.7425  	-0.7147  	-0.2696  	0.55617  	0.14001  	0.42451  	-0.1879  	0.16361  	0.92395  	0.61823  	0.17129  	0.22290  	0.09315  	0.32065  	-1.0888  	-0.2565  	-0.0908  	0.08837  	0.16082  	0.14904  	-0.0967  	0.10266  	0.00198  	0.20533  	0.11380  	-0.4047  	-0.2889  	-0.0357  	-0.0300  	-0.0824  	0.17104  	-0.0350  	-0.0539  	-0.0310  	0.09380  	0.07551  	-0.2236  	-0.0991  	-0.0530  	0.00795  	-0.0059  	0.00416  	0.04057  	0.00454  	0.02909  	-0.0110  	-0.0409  	-0.0504  	0.04534  	0.08447  	0.00653  	0.12951  	-0.0802  	-0.0327  	0.00493  	0.02238  	0.81749  	1.12046  	128.577  	108.379  	
-0.4502  	-0.1190  	-0.2866  	-0.0795  	-0.0138  	-0.3008  	0.04630  	0.15783  	0.27175  	0.51355  	0.53770  	0.84741  	-0.2713  	-0.7894  	-0.8023  	-0.2798  	0.54801  	0.17398  	0.43968  	-0.1699  	0.07745  	0.90224  	0.57332  	0.12951  	0.22476  	0.10303  	0.26565  	-0.9884  	-0.1922  	-0.0816  	0.10807  	0.15347  	0.14215  	-0.0906  	0.06815  	0.02367  	0.13530  	0.09064  	-0.3701  	-0.2723  	-0.0425  	-0.0231  	-0.0884  	0.17353  	-0.0373  	-0.0546  	-0.0299  	0.08994  	0.08259  	-0.2166  	-0.0896  	-0.0508  	0.00421  	-0.0068  	0.00252  	0.03757  	0.00414  	0.02902  	-0.0117  	-0.0408  	-0.0511  	0.04223  	0.08894  	0.00459  	0.12905  	-0.0806  	-0.0327  	0.00415  	0.02207  	0.81862  	1.12046  	128.577  	108.379  	
-0.5254  	-0.1396  	-0.3506  	-0.1236  	-0.0144  	-0.3383  	0.04706  	0.13407  	0.25951  	0.54113  	0.53237  	0.85341  	-0.2879  	-0.8598  	-0.8781  	-0.3016  	0.53858  	0.18574  	0.45864  	-0.1469  	0.02222  	0.89877  	0.56352  	0.10745  	0.21888  	0.10351  	0.24373  	-0.9219  	-0.1562  	-0.0884  	0.11290  	0.14594  	0.11738  	-0.0853  	0.04129  	0.04628  	0.08183  	0.07343  	-0.3339  	-0.2812  	-0.0446  	-0.0294  	-0.0824  	0.18007  	-0.0327  	-0.0589  	-0.0322  	0.09462  	0.08874  	-0.2145  	-0.0839  	-0.0521  	0.00820  	-0.0091  	0.00407  	0.03187  	0.00703  	0.03595  	-0.0095  	-0.0435  	-0.0528  	0.04014  	0.09272  	0.00578  	0.12901  	-0.0813  	-0.0332  	0.00349  	0.02147  	0.81991  	1.12046  	128.577  	108.379  	
-0.5107  	-0.1646  	-0.4264  	-0.1065  	0.04053  	-0.3313  	0.06078  	0.13822  	0.24837  	0.49984  	0.52630  	0.85864  	-0.2786  	-0.8523  	-0.8503  	-0.3254  	0.52630  	0.18113  	0.46812  	-0.1187  	0.00914  	0.89886  	0.53437  	0.12021  	0.23424  	0.10008  	0.25339  	-0.9171  	-0.1435  	-0.0851  	0.11478  	0.13295  	0.12084  	-0.0862  	0.04722  	0.05510  	0.07599  	0.05082  	-0.3351  	-0.2844  	-0.0560  	-0.0317  	-0.0866  	0.17787  	-0.0285  	-0.0608  	-0.0337  	0.09580  	0.08692  	-0.2160  	-0.0770  	-0.0529  	0.01150  	-0.0124  	0.00296  	0.03190  	0.01332  	0.03992  	-0.0110  	-0.0455  	-0.0547  	0.03744  	0.09427  	0.00733  	0.12917  	-0.0831  	-0.0347  	0.00367  	0.01965  	0.81733  	1.12046  	128.577  	108.379  	
-0.3021  	-0.0867  	-0.2985  	-0.0049  	0.07047  	-0.2608  	0.08077  	0.19039  	0.28238  	0.44993  	0.54145  	0.87026  	-0.2434  	-0.6820  	-0.7725  	-0.2908  	0.52523  	0.14166  	0.46126  	-0.1307  	0.10508  	0.88445  	0.51465  	0.18234  	0.21787  	0.07064  	0.27690  	-0.9706  	-0.2240  	-0.0977  	0.09467  	0.15901  	0.17202  	-0.0789  	0.12520  	-0.0060  	0.15663  	0.05978  	-0.3647  	-0.2859  	-0.0789  	-0.0193  	-0.0980  	0.15412  	-0.0247  	-0.0497  	-0.0403  	0.08759  	0.08728  	-0.2064  	-0.0754  	-0.0566  	0.00896  	-0.0110  	-0.0001  	0.04011  	0.01709  	0.03376  	-0.0109  	-0.0375  	-0.0503  	0.03934  	0.08906  	0.00572  	0.12904  	-0.0844  	-0.0366  	0.00326  	0.01867  	0.81485  	1.12046  	128.577  	108.379  	
-0.1268  	-0.0686  	-0.1854  	0.05282  	0.09329  	-0.1731  	0.10776  	0.18760  	0.29508  	0.50707  	0.50867  	0.86445  	-0.2418  	-0.7141  	-0.8128  	-0.1957  	0.50624  	0.16020  	0.44792  	-0.1336  	0.11209  	0.86152  	0.52162  	0.17273  	0.24982  	0.06084  	0.30670  	-0.9944  	-0.2467  	-0.0799  	0.07163  	0.17272  	0.13943  	-0.0938  	0.15752  	0.03541  	0.17281  	0.08383  	-0.4008  	-0.2703  	-0.0942  	-0.0205  	-0.0941  	0.16309  	-0.0277  	-0.0594  	-0.0346  	0.10339  	0.09286  	-0.2218  	-0.0705  	-0.0562  	0.00436  	-0.0126  	0.00221  	0.04077  	0.01952  	0.03612  	-0.0131  	-0.0424  	-0.0603  	0.03057  	0.09284  	0.00816  	0.13039  	-0.0857  	-0.0388  	0.00254  	0.01783  	0.81884  	1.12046  	128.577  	108.379  	
