-0.0804  	0.14197  	0.09854  	-0.5707  	-0.2367  	-0.8528  	0.04521  	0.18369  	0.09792  	-0.0639  	0.25513  	-0.3683  	-0.0600  	-0.0850  	0.33318  	0.33208  	0.03623  	-0.2221  	0.11344  	0.22346  	0.26116  	-0.2046  	-0.0414  	0.09481  	0.37015  	-0.1175  	0.40213  	-0.1256  	-0.0177  	0.25907  	-0.0509  	0.18575  	0.01175  	-0.0288  	0.43566  	-0.0798  	0.37416  	-0.0661  	-0.3754  	0.35876  	-0.0798  	-0.0847  	-0.1722  	0.04119  	0.00973  	-0.0494  	0.02027  	-0.1280  	-0.0667  	-0.0969  	-0.0568  	-0.0247  	-0.0292  	-0.0099  	-0.0246  	-0.0316  	0.00320  	-0.0099  	-0.0120  	-0.0183  	0.00570  	0.02917  	-0.0143  	0.00038  	0.36275  	-0.0190  	-0.3899  	-0.0115  	-0.0440  	0.04688  	
-0.1678  	0.10056  	0.04592  	-0.6127  	-0.2512  	-0.9243  	0.04305  	0.11575  	0.05310  	-0.0319  	0.29498  	-0.3527  	-0.0799  	-0.1667  	0.26500  	0.29130  	0.01942  	-0.2015  	0.08437  	0.26524  	0.18478  	-0.2343  	-0.0390  	0.05064  	0.36314  	-0.1127  	0.33746  	-0.0345  	0.05157  	0.25472  	-0.0557  	0.16543  	-0.0010  	-0.0309  	0.39086  	-0.0296  	0.31673  	-0.0805  	-0.3371  	0.38951  	-0.0534  	-0.0804  	-0.1713  	0.04025  	0.01201  	-0.0510  	0.02068  	-0.1263  	-0.0739  	-0.0937  	-0.0550  	-0.0252  	-0.0266  	-0.0093  	-0.0198  	-0.0329  	0.00544  	-0.0045  	-0.0084  	-0.0195  	0.00859  	0.02447  	-0.0128  	0.00389  	0.36275  	-0.0190  	-0.3899  	-0.0115  	-0.0440  	0.04688  	
-0.1422  	0.12517  	0.08547  	-0.5914  	-0.2549  	-0.8985  	0.04789  	0.15637  	0.06825  	-0.0498  	0.28667  	-0.3527  	-0.0730  	-0.1236  	0.28842  	0.31162  	0.02345  	-0.2083  	0.09286  	0.24502  	0.23266  	-0.2274  	-0.0432  	0.05481  	0.34489  	-0.1101  	0.35062  	-0.0539  	0.02034  	0.25094  	-0.0525  	0.17360  	0.00636  	-0.0259  	0.40802  	-0.0656  	0.33637  	-0.0712  	-0.3645  	0.37051  	-0.0620  	-0.0866  	-0.1704  	0.03452  	0.01751  	-0.0499  	0.02420  	-0.1312  	-0.0691  	-0.0939  	-0.0550  	-0.0258  	-0.0274  	-0.0135  	-0.0243  	-0.0335  	0.00556  	-0.0071  	-0.0131  	-0.0226  	0.00553  	0.02895  	-0.0149  	0.00124  	0.36275  	-0.0190  	-0.3899  	-0.0115  	-0.0440  	0.04688  	
-0.0999  	0.14721  	0.12190  	-0.5724  	-0.2593  	-0.8740  	0.05051  	0.17941  	0.09494  	-0.0783  	0.29178  	-0.3553  	-0.0619  	-0.1055  	0.31395  	0.34061  	0.01340  	-0.2256  	0.10257  	0.24230  	0.28104  	-0.2260  	-0.0493  	0.05906  	0.34433  	-0.1149  	0.35614  	-0.0954  	-0.0195  	0.24710  	-0.0516  	0.17943  	0.01451  	-0.0304  	0.43013  	-0.0854  	0.36481  	-0.0653  	-0.3802  	0.35977  	-0.0748  	-0.0826  	-0.1813  	0.04025  	0.01418  	-0.0505  	0.02308  	-0.1382  	-0.0712  	-0.0928  	-0.0571  	-0.0268  	-0.0269  	-0.0107  	-0.0259  	-0.0313  	0.00661  	-0.0084  	-0.0158  	-0.0205  	0.00644  	0.03218  	-0.0166  	0.00130  	0.36275  	-0.0190  	-0.3899  	-0.0115  	-0.0440  	0.04688  	
-0.1166  	0.14355  	0.12006  	-0.5917  	-0.2630  	-0.8965  	0.04961  	0.16243  	0.08234  	-0.0679  	0.30237  	-0.3595  	-0.0725  	-0.1142  	0.29562  	0.33355  	0.01204  	-0.2145  	0.09753  	0.24140  	0.27076  	-0.2360  	-0.0538  	0.04562  	0.34133  	-0.1154  	0.34721  	-0.0756  	-0.0026  	0.24507  	-0.0511  	0.17863  	0.01230  	-0.0272  	0.42154  	-0.0802  	0.35764  	-0.0666  	-0.3770  	0.36315  	-0.0702  	-0.0841  	-0.1790  	0.03721  	0.01638  	-0.0494  	0.02601  	-0.1379  	-0.0708  	-0.0934  	-0.0564  	-0.0269  	-0.0275  	-0.0112  	-0.0250  	-0.0315  	0.00541  	-0.0076  	-0.0150  	-0.0222  	0.00630  	0.03091  	-0.0163  	0.00108  	0.36275  	-0.0190  	-0.3899  	-0.0115  	-0.0440  	0.04688  	
-0.1354  	0.14075  	0.11125  	-0.6079  	-0.2654  	-0.9076  	0.04625  	0.16172  	0.07383  	-0.0611  	0.30182  	-0.3569  	-0.0745  	-0.1188  	0.28194  	0.32889  	0.00915  	-0.2068  	0.09702  	0.23855  	0.25933  	-0.2375  	-0.0522  	0.04085  	0.33665  	-0.1115  	0.34112  	-0.0695  	0.00514  	0.24490  	-0.0472  	0.17621  	0.01127  	-0.0262  	0.41511  	-0.0770  	0.35017  	-0.0682  	-0.3723  	0.36305  	-0.0659  	-0.0830  	-0.1768  	0.03599  	0.01835  	-0.0496  	0.02714  	-0.1379  	-0.0699  	-0.0928  	-0.0568  	-0.0269  	-0.0276  	-0.0126  	-0.0249  	-0.0322  	0.00531  	-0.0066  	-0.0148  	-0.0237  	0.00609  	0.03065  	-0.0174  	0.00063  	0.36275  	-0.0190  	-0.3899  	-0.0115  	-0.0440  	0.04688  	
-0.1576  	0.12652  	0.09328  	-0.6135  	-0.2624  	-0.9184  	0.04643  	0.15216  	0.06640  	-0.0566  	0.30349  	-0.3567  	-0.0777  	-0.1326  	0.27211  	0.31737  	0.00790  	-0.1958  	0.09148  	0.25204  	0.24231  	-0.2434  	-0.0613  	0.03259  	0.34074  	-0.1114  	0.32613  	-0.0480  	0.02466  	0.24301  	-0.0508  	0.17067  	0.00910  	-0.0259  	0.40957  	-0.0665  	0.33648  	-0.0766  	-0.3670  	0.36744  	-0.0589  	-0.0809  	-0.1758  	0.03320  	0.02111  	-0.0516  	0.02805  	-0.1384  	-0.0689  	-0.0920  	-0.0562  	-0.0285  	-0.0272  	-0.0137  	-0.0251  	-0.0322  	0.00761  	-0.0062  	-0.0156  	-0.0226  	0.00499  	0.02934  	-0.0162  	0.00073  	0.36275  	-0.0190  	-0.3899  	-0.0115  	-0.0440  	0.04688  	
-0.2803  	0.07754  	0.01026  	-0.6807  	-0.2346  	-1.0162  	0.04762  	0.04782  	0.04778  	0.04093  	0.25358  	-0.3528  	-0.0588  	-0.2176  	0.13000  	0.29562  	-0.0060  	-0.1393  	0.08583  	0.33705  	0.05037  	-0.2391  	-0.1317  	-0.0384  	0.36305  	-0.1012  	0.20771  	0.14008  	0.16140  	0.25238  	-0.0358  	0.13910  	0.01712  	-0.0161  	0.32457  	0.02343  	0.19523  	-0.1312  	-0.2980  	0.40750  	-0.0286  	-0.0830  	-0.1693  	0.02897  	0.01301  	-0.0557  	0.02746  	-0.1242  	-0.0641  	-0.0957  	-0.0436  	-0.0285  	-0.0274  	-0.0182  	-0.0227  	-0.0341  	0.01379  	-0.0079  	-0.0107  	-0.0193  	0.00305  	0.02460  	-0.0150  	0.00658  	0.36275  	-0.0190  	-0.3899  	-0.0115  	-0.0440  	0.04688  	
-0.3265  	0.02021  	-0.0425  	-0.6990  	-0.2395  	-1.0487  	0.07146  	0.00276  	0.01872  	0.05284  	0.24094  	-0.3840  	-0.0857  	-0.2955  	0.07646  	0.28105  	-0.0001  	-0.1165  	0.10099  	0.35851  	-0.0328  	-0.2344  	-0.1599  	-0.0335  	0.41817  	-0.1023  	0.20130  	0.18524  	0.20982  	0.26089  	-0.0460  	0.14504  	-0.0136  	-0.0171  	0.28938  	0.07147  	0.16038  	-0.1315  	-0.2834  	0.41978  	-0.0265  	-0.0925  	-0.1629  	0.03534  	0.01119  	-0.0562  	0.02425  	-0.1179  	-0.0625  	-0.0963  	-0.0432  	-0.0264  	-0.0303  	-0.0166  	-0.0191  	-0.0373  	0.01627  	-0.0066  	-0.0123  	-0.0214  	0.00124  	0.02241  	-0.0108  	0.00238  	0.36275  	-0.0190  	-0.3899  	-0.0115  	-0.0440  	0.04688  	
-0.3035  	0.01731  	-0.0333  	-0.6765  	-0.2354  	-1.0179  	0.06263  	0.01657  	0.02101  	0.02143  	0.25444  	-0.4154  	-0.1108  	-0.3350  	0.06635  	0.31109  	-0.0008  	-0.1142  	0.11009  	0.35038  	0.01848  	-0.2533  	-0.1683  	0.00936  	0.43848  	-0.1109  	0.27495  	0.12870  	0.16129  	0.26672  	-0.0641  	0.16726  	-0.0172  	-0.0322  	0.32903  	0.06663  	0.20579  	-0.1171  	-0.3086  	0.41780  	-0.0345  	-0.0879  	-0.1716  	0.04418  	0.01287  	-0.0534  	0.01869  	-0.1198  	-0.0628  	-0.1024  	-0.0360  	-0.0255  	-0.0266  	-0.0145  	-0.0212  	-0.0379  	0.01786  	-0.0047  	-0.0098  	-0.0193  	-0.0012  	0.01850  	-0.0073  	0.00309  	0.36275  	-0.0190  	-0.3899  	-0.0115  	-0.0440  	0.04688  	
